Individual ID	Gender	Population	SuperPop
NA19914	female	ASW	AFR
NA19915	male	ASW	AFR
NA19916	male	ASW	AFR
NA19917	female	ASW	AFR
NA19918	male	ASW	AFR
NA19919	male	ASW	AFR
NA19920	male	ASW	AFR
NA19921	female	ASW	AFR
NA19922	male	ASW	AFR
NA19923	female	ASW	AFR
NA19924	female	ASW	AFR
NA19982	male	ASW	AFR
NA19983	female	ASW	AFR
NA19984	male	ASW	AFR
NA20126	male	ASW	AFR
NA20127	female	ASW	AFR
NA20128	female	ASW	AFR
NA20129	female	ASW	AFR
NA20274	female	ASW	AFR
NA20276	female	ASW	AFR
NA20277	female	ASW	AFR
NA20278	male	ASW	AFR
NA20279	male	ASW	AFR
NA20281	male	ASW	AFR
NA20282	female	ASW	AFR
NA20284	male	ASW	AFR
NA20285	male	ASW	AFR
NA20287	female	ASW	AFR
NA20288	male	ASW	AFR
NA20289	female	ASW	AFR
NA20290	female	ASW	AFR
NA20291	male	ASW	AFR
NA20292	female	ASW	AFR
NA20294	female	ASW	AFR
NA20295	male	ASW	AFR
NA20296	female	ASW	AFR
NA20297	male	ASW	AFR
NA20298	male	ASW	AFR
NA20299	female	ASW	AFR
NA20300	female	ASW	AFR
NA20301	female	ASW	AFR
NA20302	male	ASW	AFR
NA20312	female	ASW	AFR
NA20313	female	ASW	AFR
NA20314	female	ASW	AFR
NA20316	male	ASW	AFR
NA20317	female	ASW	AFR
NA20318	male	ASW	AFR
NA20319	female	ASW	AFR
NA20320	female	ASW	AFR
NA20321	female	ASW	AFR
NA20332	female	ASW	AFR
NA20333	female	ASW	AFR
NA20334	female	ASW	AFR
NA20335	male	ASW	AFR
NA20337	female	ASW	AFR
NA20339	female	ASW	AFR
NA20340	male	ASW	AFR
NA20342	male	ASW	AFR
NA20343	male	ASW	AFR
NA20345	male	ASW	AFR
NA20346	male	ASW	AFR
NA20347	male	ASW	AFR
NA20348	male	ASW	AFR
NA20349	male	ASW	AFR
NA20350	male	ASW	AFR
NA20351	male	ASW	AFR
NA20355	female	ASW	AFR
NA20356	male	ASW	AFR
NA20357	female	ASW	AFR
NA20358	male	ASW	AFR
NA20359	female	ASW	AFR
NA20360	male	ASW	AFR
NA20361	female	ASW	AFR
NA20362	male	ASW	AFR
NA20363	female	ASW	AFR
NA20364	female	ASW	AFR
NA20412	female	ASW	AFR
NA20413	male	ASW	AFR
NA20414	female	ASW	AFR
